int_rate,term,acc_open_past_24mths,annual_inc,dti,fico,loan_amnt,tot_hi_cred_lim,avg_cur_bal,total_bc_limit,period
20.0,36.0,6.0,40000.0,23.55,662.0,7000.0,46219.0,5215.0,18200.0,2018
15.02,36.0,6.0,50000.0,14.73,707.0,35000.0,183117.0,41052.0,8500.0,2018
16.14,60.0,3.0,50000.0,7.59,662.0,32000.0,173500.0,55520.0,3500.0,2018
11.06,36.0,5.0,94000.0,16.07,702.0,19750.0,79321.0,10074.0,26100.0,2018
7.84,36.0,6.0,91000.0,19.07,697.0,20000.0,123302.0,5244.0,54100.0,2018
13.06,36.0,7.0,45000.0,17.97,702.0,10000.0,154512.0,10848.0,10000.0,2018
11.06,36.0,5.0,52000.0,25.89,737.0,20000.0,61985.0,2394.0,21000.0,2018
30.89,60.0,8.0,95000.0,15.94,667.0,25000.0,401521.0,16371.0,18600.0,2018
6.83,36.0,5.0,17000.0,26.91,707.0,5000.0,30415.0,1008.0,12100.0,2018
12.61,36.0,4.0,150000.0,21.63,692.0,16000.0,104800.0,7083.0,56400.0,2018
14.52,36.0,8.0,40000.0,21.3,702.0,20000.0,58319.0,3091.0,31800.0,2018
12.61,36.0,4.0,135000.0,14.16,667.0,25000.0,182640.0,14892.0,17200.0,2018
9.92,36.0,1.0,115000.0,4.03,707.0,20000.0,183000.0,7187.0,11500.0,2018
16.14,36.0,3.0,32000.0,20.82,672.0,7000.0,50200.0,3264.0,25200.0,2018
21.85,36.0,4.0,22000.0,38.08,727.0,5000.0,38500.0,1891.0,16700.0,2018
9.58,60.0,7.0,130000.0,13.52,757.0,40000.0,294919.0,14725.0,82200.0,2018
7.21,36.0,2.0,36000.0,68.77,742.0,8000.0,249588.0,15587.0,15600.0,2018
22.9,36.0,4.0,107000.0,9.62,662.0,5000.0,316164.0,31678.0,14900.0,2018
10.41,36.0,4.0,58000.0,17.67,747.0,14000.0,45757.0,4020.0,7100.0,2018
16.01,36.0,7.0,28300.0,28.63,662.0,6000.0,107686.0,8967.0,0.0,2018
7.35,36.0,6.0,68000.0,17.4,687.0,10000.0,208449.0,18824.0,22300.0,2018
10.9,60.0,10.0,110000.0,17.59,777.0,37750.0,226438.0,4150.0,122700.0,2018
15.02,36.0,5.0,82000.0,21.94,707.0,8300.0,64946.0,3411.0,18100.0,2018
16.46,36.0,6.0,30000.0,32.04,697.0,8000.0,230565.0,21243.0,18000.0,2018
15.49,60.0,6.0,54000.0,6.89,682.0,15000.0,60199.0,3584.0,3300.0,2018
14.52,36.0,5.0,25414.0,27.26,692.0,5500.0,29790.0,1544.0,5800.0,2018
9.93,36.0,5.0,40000.0,12.78,667.0,10000.0,59169.0,1827.0,12200.0,2018
6.71,36.0,5.0,66000.0,18.74,727.0,17000.0,353334.0,17017.0,67300.0,2018
6.08,36.0,2.0,108000.0,15.46,737.0,9600.0,362183.0,17647.0,79700.0,2018
16.14,60.0,1.0,49000.0,12.03,702.0,20000.0,25713.0,3124.0,16250.0,2018
7.34,36.0,2.0,50000.0,0.89,797.0,2800.0,16000.0,75.0,10500.0,2018
22.9,36.0,3.0,37000.0,16.32,677.0,10000.0,47500.0,1251.0,14000.0,2018
16.14,60.0,2.0,42500.0,15.96,722.0,15000.0,71000.0,3173.0,39000.0,2018
12.13,60.0,7.0,45000.0,26.48,747.0,30000.0,179807.0,8152.0,37400.0,2018
10.41,36.0,4.0,19000.0,35.25,727.0,4000.0,43470.0,3456.0,8500.0,2018
16.14,60.0,6.0,125000.0,18.6,797.0,40000.0,242769.0,4589.0,137800.0,2018
19.42,36.0,5.0,55000.0,35.92,757.0,10000.0,82425.0,6915.0,5500.0,2018
13.56,36.0,5.0,260000.0,10.87,692.0,29600.0,446668.0,49025.0,21000.0,2018
10.47,36.0,5.0,62000.0,5.36,712.0,6000.0,16200.0,701.0,5200.0,2018
5.31,36.0,7.0,75000.0,12.24,672.0,19000.0,160823.0,10952.0,25400.0,2018
15.02,36.0,6.0,250000.0,7.92,677.0,35000.0,123800.0,3400.0,104000.0,2018
13.56,36.0,12.0,53000.0,34.33,682.0,9125.0,50024.0,2167.0,26800.0,2018
15.04,60.0,11.0,65500.0,16.31,672.0,15000.0,546086.0,53200.0,24600.0,2018
19.42,36.0,9.0,94500.0,27.38,697.0,20000.0,254617.0,8445.0,31100.0,2018
25.81,60.0,3.0,85000.0,23.92,667.0,20000.0,210794.0,16364.0,3000.0,2018
15.02,36.0,7.0,80000.0,15.35,667.0,6000.0,149333.0,13080.0,1500.0,2018
16.14,36.0,2.0,35509.0,22.1,687.0,20000.0,33900.0,2496.0,11000.0,2018
10.91,36.0,0.0,80000.0,22.01,667.0,12000.0,78551.0,11110.0,22800.0,2018
15.05,60.0,1.0,90000.0,13.48,772.0,16000.0,292576.0,40327.0,10800.0,2018
16.02,60.0,0.0,150000.0,18.56,707.0,35000.0,639827.0,28254.0,41400.0,2018
30.79,60.0,15.0,30000.0,69.8,712.0,14000.0,217992.0,16519.0,11100.0,2018
14.03,36.0,11.0,58000.0,27.42,662.0,35000.0,398945.0,34110.0,8300.0,2018
7.84,60.0,12.0,75000.0,14.27,797.0,16000.0,322537.0,8235.0,52800.0,2018
9.93,36.0,3.0,80000.0,21.05,707.0,12000.0,104114.0,5090.0,5000.0,2018
13.56,60.0,8.0,125000.0,15.14,697.0,20000.0,389933.0,27001.0,16100.0,2018
24.37,36.0,4.0,19000.0,6.95,667.0,3000.0,9100.0,489.0,8400.0,2018
5.32,36.0,4.0,130000.0,5.18,787.0,26700.0,313675.0,12698.0,134100.0,2018
19.92,60.0,8.0,78000.0,13.42,727.0,10000.0,47750.0,3475.0,15100.0,2018
15.04,36.0,15.0,40000.0,18.33,682.0,5000.0,254715.0,15269.0,12200.0,2018
8.08,36.0,7.0,65000.0,23.8,737.0,6000.0,250408.0,21272.0,22800.0,2018
11.8,36.0,1.0,75000.0,16.22,677.0,23000.0,50580.0,4100.0,14900.0,2018
6.67,36.0,2.0,70000.0,16.99,727.0,20000.0,320905.0,44528.0,29900.0,2018
14.07,36.0,3.0,42000.0,21.67,662.0,5000.0,6800.0,737.0,3700.0,2018
10.9,36.0,3.0,300000.0,7.73,692.0,20000.0,135788.0,5522.0,42500.0,2018
26.3,60.0,7.0,49000.0,32.23,712.0,24000.0,122035.0,11314.0,14800.0,2018
9.43,36.0,8.0,91000.0,29.43,782.0,7200.0,147850.0,3356.0,49000.0,2018
19.42,36.0,7.0,10000.0,3.0,727.0,4000.0,34500.0,3191.0,3500.0,2018
5.31,36.0,4.0,52000.0,36.35,777.0,22500.0,331114.0,12916.0,49100.0,2018
6.11,36.0,11.0,375000.0,7.96,792.0,40000.0,584462.0,6024.0,337000.0,2018
14.52,36.0,5.0,104000.0,27.07,707.0,6025.0,872783.0,49964.0,74900.0,2018
9.44,36.0,0.0,36925.0,17.58,717.0,6300.0,31015.0,3170.0,6300.0,2018
10.41,36.0,2.0,64000.0,12.15,697.0,8500.0,265173.0,24135.0,8500.0,2018
6.71,36.0,2.0,85000.0,4.57,757.0,24000.0,46992.0,2627.0,31200.0,2018
7.46,36.0,5.0,55000.0,7.59,692.0,7000.0,35165.0,2752.0,1000.0,2018
17.47,60.0,2.0,107000.0,0.56,802.0,24000.0,36200.0,114.0,33200.0,2018
28.72,60.0,3.0,78000.0,22.17,687.0,18000.0,186728.0,15778.0,16000.0,2018
17.09,36.0,8.0,57000.0,12.53,667.0,30000.0,250938.0,17487.0,8500.0,2018
9.43,36.0,5.0,40000.0,18.78,662.0,10000.0,176009.0,15313.0,16300.0,2018
25.82,36.0,1.0,88000.0,28.43,702.0,25000.0,365280.0,23442.0,50700.0,2018
9.93,36.0,0.0,73000.0,14.96,707.0,10000.0,353366.0,31371.0,29100.0,2018
14.07,36.0,5.0,21240.0,23.95,722.0,6000.0,34100.0,1929.0,21700.0,2018
8.19,60.0,3.0,152500.0,14.85,732.0,25000.0,645058.0,58372.0,66500.0,2018
13.59,36.0,4.0,52000.0,27.21,732.0,6975.0,379695.0,51425.0,3000.0,2018
6.07,36.0,19.0,55000.0,1.13,787.0,5000.0,360100.0,15202.0,60500.0,2018
11.06,36.0,4.0,14000.0,4.29,762.0,9500.0,13800.0,87.0,11300.0,2018
13.58,36.0,3.0,52000.0,20.68,672.0,6600.0,104562.0,6370.0,5100.0,2018
15.04,36.0,6.0,36000.0,15.1,672.0,7000.0,17821.0,866.0,4800.0,2018
16.91,36.0,3.0,65000.0,9.84,667.0,16000.0,56136.0,9002.0,15100.0,2018
19.92,36.0,1.0,50000.0,16.66,717.0,1100.0,198269.0,44142.0,15300.0,2018
7.56,36.0,6.0,95000.0,24.93,697.0,25000.0,310165.0,19591.0,30400.0,2018
14.52,36.0,6.0,66000.0,19.15,667.0,20000.0,70636.0,13018.0,39000.0,2018
6.72,36.0,9.0,220000.0,21.16,687.0,15000.0,768885.0,20196.0,95600.0,2018
7.97,36.0,12.0,68000.0,29.67,687.0,8000.0,410101.0,14179.0,93800.0,2018
5.31,36.0,1.0,81000.0,3.94,717.0,5600.0,49207.0,2141.0,39800.0,2018
10.41,36.0,1.0,72000.0,15.72,687.0,10000.0,256438.0,19728.0,22000.0,2018
16.01,60.0,12.0,98000.0,21.33,662.0,16000.0,355287.0,19770.0,19100.0,2018
9.44,36.0,4.0,107000.0,30.63,717.0,25000.0,184461.0,23440.0,32000.0,2018
11.06,36.0,7.0,80000.0,5.79,697.0,15000.0,37200.0,1169.0,25800.0,2018
10.08,36.0,7.0,125000.0,28.3,687.0,25000.0,78537.0,5167.0,1500.0,2018
6.83,36.0,4.0,31000.0,6.7,812.0,10000.0,185750.0,25113.0,27600.0,2018
14.52,36.0,6.0,110000.0,17.01,752.0,9000.0,382274.0,24319.0,74600.0,2018
18.06,60.0,8.0,185000.0,9.19,732.0,35000.0,538018.0,28856.0,22700.0,2018
6.11,36.0,1.0,69000.0,21.86,727.0,5000.0,79140.0,3381.0,27900.0,2018
6.83,36.0,5.0,85000.0,21.74,802.0,10000.0,322298.0,11321.0,60800.0,2018
7.96,36.0,3.0,72000.0,13.23,712.0,9500.0,53738.0,3224.0,8100.0,2018
18.45,36.0,7.0,85000.0,9.15,662.0,4500.0,310975.0,37246.0,12900.0,2018
6.07,36.0,6.0,47840.0,42.84,767.0,20000.0,177946.0,4293.0,76300.0,2018
9.93,36.0,0.0,33000.0,5.96,662.0,6750.0,9100.0,2828.0,7500.0,2018
8.08,36.0,4.0,50000.0,33.05,752.0,7000.0,321670.0,35484.0,14600.0,2018
12.98,36.0,5.0,100000.0,17.99,742.0,20000.0,476415.0,37679.0,55800.0,2018
14.07,36.0,7.0,80716.0,21.26,672.0,5500.0,57078.0,4873.0,2000.0,2018
20.39,60.0,1.0,95000.0,25.01,672.0,10000.0,297347.0,20547.0,11200.0,2018
7.35,36.0,2.0,82000.0,26.9,707.0,8000.0,301962.0,12428.0,23200.0,2018
8.19,36.0,7.0,101000.0,4.34,692.0,8500.0,429000.0,50104.0,19500.0,2018
15.04,36.0,2.0,20000.0,26.89,687.0,5000.0,23162.0,2654.0,13000.0,2018
7.97,36.0,4.0,70000.0,24.67,702.0,10000.0,219744.0,13446.0,24900.0,2018
10.42,36.0,9.0,48000.0,36.03,672.0,7200.0,59009.0,3270.0,11400.0,2018
11.8,36.0,7.0,123000.0,6.05,752.0,20000.0,319674.0,73830.0,26500.0,2018
6.08,36.0,3.0,160000.0,5.66,802.0,16500.0,39783.0,3126.0,5500.0,2018
6.07,36.0,2.0,45000.0,8.08,817.0,1000.0,78611.0,954.0,65700.0,2018
7.34,36.0,1.0,65958.0,10.02,722.0,12000.0,168693.0,16638.0,34500.0,2018
24.37,36.0,4.0,63600.0,28.53,677.0,12000.0,284588.0,46978.0,7100.0,2018
13.56,36.0,4.0,70000.0,4.78,667.0,6025.0,21501.0,3006.0,12100.0,2018
16.01,60.0,1.0,45000.0,10.51,722.0,10000.0,28854.0,10504.0,0.0,2018
29.69,60.0,8.0,100000.0,14.11,672.0,35000.0,389099.0,42828.0,5500.0,2018
26.31,36.0,4.0,160000.0,30.23,707.0,20575.0,1001669.0,61517.0,70100.0,2018
22.35,60.0,7.0,120432.0,8.59,682.0,15000.0,280290.0,25423.0,16600.0,2018
10.42,36.0,12.0,75000.0,19.94,667.0,25000.0,89809.0,1530.0,23900.0,2018
20.39,36.0,5.0,38000.0,22.52,682.0,10000.0,38343.0,1677.0,14200.0,2018
7.46,36.0,8.0,69000.0,6.05,682.0,6900.0,208400.0,66.0,141800.0,2018
11.06,36.0,6.0,90000.0,20.29,727.0,11000.0,334133.0,25955.0,28300.0,2018
11.05,36.0,2.0,75000.0,5.18,717.0,11000.0,236500.0,24751.0,14900.0,2018
9.43,36.0,9.0,67000.0,10.95,717.0,8000.0,305429.0,19149.0,48200.0,2018
16.91,60.0,5.0,55000.0,28.04,762.0,17000.0,194212.0,17492.0,0.0,2018
16.91,36.0,3.0,62800.0,12.29,667.0,1700.0,29300.0,2995.0,1000.0,2018
18.06,60.0,5.0,49000.0,32.95,742.0,20000.0,272221.0,10784.0,37200.0,2018
6.11,36.0,6.0,52000.0,18.29,677.0,12000.0,287795.0,17416.0,3300.0,2018
11.99,60.0,8.0,47700.0,19.62,742.0,12000.0,147082.0,8249.0,4300.0,2018
15.02,36.0,2.0,60350.0,8.95,662.0,10000.0,21000.0,1531.0,18400.0,2018
7.34,36.0,4.0,62000.0,13.05,712.0,13000.0,72336.0,1786.0,49500.0,2018
11.05,36.0,3.0,80000.0,11.58,727.0,16000.0,85170.0,9102.0,19400.0,2018
19.03,36.0,5.0,67000.0,28.78,667.0,9800.0,293972.0,29488.0,6500.0,2018
10.07,60.0,2.0,55000.0,3.86,697.0,12000.0,31700.0,1165.0,31700.0,2018
13.56,36.0,1.0,82000.0,36.44,697.0,20000.0,80159.0,6054.0,13000.0,2018
16.01,36.0,5.0,50000.0,25.37,662.0,7550.0,55272.0,1911.0,12600.0,2018
22.35,60.0,4.0,40000.0,3.78,692.0,10500.0,3200.0,313.0,3200.0,2018
25.34,36.0,3.0,24370.0,33.2,687.0,8000.0,87495.0,7511.0,9800.0,2018
12.73,60.0,2.0,80000.0,7.94,662.0,20000.0,29055.0,1367.0,9000.0,2018
6.07,36.0,7.0,100000.0,21.32,702.0,9100.0,237003.0,19978.0,13900.0,2018
19.03,36.0,9.0,80000.0,22.11,662.0,15000.0,198788.0,12531.0,2900.0,2018
17.47,60.0,6.0,61000.0,6.12,672.0,24000.0,237800.0,24948.0,15500.0,2018
7.21,36.0,3.0,85000.0,9.3,747.0,10000.0,178989.0,24642.0,8200.0,2018
23.4,36.0,3.0,50000.0,19.32,717.0,5000.0,40984.0,2876.0,3800.0,2018
7.34,36.0,3.0,78000.0,29.92,762.0,36000.0,301632.0,13706.0,24700.0,2018
10.91,36.0,12.0,74000.0,8.68,677.0,10000.0,254305.0,25711.0,3900.0,2018
6.07,36.0,8.0,84000.0,15.94,822.0,5500.0,103933.0,2695.0,41200.0,2018
17.97,60.0,3.0,33280.0,6.27,752.0,25000.0,19000.0,513.0,17500.0,2018
5.31,36.0,5.0,54056.0,28.95,787.0,25000.0,377800.0,7015.0,196300.0,2018
7.97,36.0,8.0,75000.0,18.38,732.0,32000.0,76611.0,1906.0,22100.0,2018
8.19,60.0,9.0,140000.0,13.51,707.0,35000.0,417648.0,27200.0,19000.0,2018
19.92,60.0,9.0,106000.0,11.19,662.0,13725.0,301718.0,28891.0,13600.0,2018
20.39,36.0,2.0,60000.0,10.4,677.0,8000.0,54105.0,631.0,33500.0,2018
6.11,36.0,3.0,66720.0,16.96,682.0,11000.0,260289.0,13596.0,23400.0,2018
18.94,60.0,15.0,105000.0,23.1,662.0,35000.0,102234.0,3259.0,6500.0,2018
7.84,36.0,9.0,103200.0,21.37,777.0,32000.0,537108.0,22205.0,136900.0,2018
19.03,60.0,9.0,47000.0,21.63,707.0,18000.0,55873.0,1282.0,10100.0,2018
6.71,36.0,3.0,52000.0,24.6,757.0,10000.0,83150.0,7133.0,6600.0,2018
18.94,36.0,5.0,38000.0,15.45,702.0,1000.0,33539.0,2045.0,6300.0,2018
10.07,60.0,3.0,115000.0,3.39,762.0,15000.0,615312.0,96946.0,14000.0,2018
20.89,60.0,5.0,55000.0,9.38,712.0,15600.0,182900.0,14334.0,5900.0,2018
19.42,36.0,1.0,50000.0,27.68,717.0,12000.0,131720.0,10528.0,12300.0,2018
10.9,36.0,4.0,75000.0,18.53,707.0,16000.0,443253.0,35122.0,11200.0,2018
18.45,36.0,2.0,33000.0,29.96,677.0,8000.0,57156.0,4322.0,17100.0,2018
18.45,60.0,9.0,52000.0,16.15,692.0,14400.0,42250.0,2474.0,3800.0,2018
6.08,36.0,6.0,44000.0,14.48,762.0,12000.0,48819.0,1274.0,30400.0,2018
14.07,60.0,2.0,95000.0,17.53,727.0,32625.0,348200.0,45794.0,17400.0,2018
16.91,60.0,12.0,120000.0,26.7,687.0,10000.0,329096.0,13761.0,47800.0,2018
12.61,36.0,13.0,39520.0,22.02,662.0,3500.0,125372.0,7605.0,16600.0,2018
8.46,36.0,6.0,76000.0,40.04,727.0,10250.0,356000.0,8016.0,66200.0,2018
13.58,60.0,6.0,87000.0,27.24,687.0,32000.0,613635.0,40667.0,12700.0,2018
6.11,36.0,3.0,33405.0,19.58,712.0,8000.0,33519.0,3610.0,10000.0,2018
11.55,36.0,3.0,140000.0,13.14,692.0,24000.0,61072.0,3895.0,20800.0,2018
6.08,36.0,2.0,170000.0,28.38,722.0,18000.0,574620.0,27016.0,104700.0,2018
21.45,60.0,8.0,115000.0,16.57,687.0,23000.0,501277.0,33753.0,29000.0,2018
11.05,60.0,5.0,200000.0,6.5,772.0,24000.0,141397.0,2677.0,96900.0,2018
26.3,36.0,5.0,29760.0,48.47,707.0,24600.0,70872.0,7124.0,8000.0,2018
9.44,36.0,2.0,50000.0,9.79,667.0,6000.0,28764.0,3504.0,11100.0,2018
18.45,36.0,5.0,100000.0,10.57,662.0,16000.0,35604.0,1236.0,14500.0,2018
17.47,60.0,8.0,140000.0,18.78,702.0,27175.0,103921.0,7458.0,8800.0,2018
11.55,36.0,2.0,38000.0,21.13,757.0,24000.0,100900.0,3064.0,80900.0,2018
16.46,36.0,5.0,27000.0,15.33,697.0,3000.0,19461.0,1158.0,1400.0,2018
17.47,36.0,6.0,43000.0,27.57,727.0,6000.0,235379.0,24121.0,15400.0,2018
16.91,36.0,12.0,68000.0,28.13,707.0,12000.0,404088.0,20592.0,90400.0,2018
15.02,60.0,1.0,55000.0,2.49,667.0,15000.0,7600.0,922.0,7000.0,2018
11.06,36.0,7.0,75000.0,20.12,762.0,5000.0,107880.0,3484.0,50800.0,2018
11.55,60.0,4.0,32000.0,37.51,772.0,40000.0,477646.0,46050.0,24000.0,2018
16.14,36.0,12.0,35000.0,24.01,682.0,2000.0,98816.0,4626.0,8200.0,2018
8.81,36.0,9.0,45000.0,21.55,752.0,10000.0,111400.0,3904.0,39100.0,2018
18.45,36.0,3.0,24000.0,24.0,692.0,10000.0,33600.0,1872.0,20700.0,2018
11.31,36.0,0.0,68000.0,4.85,712.0,10000.0,14500.0,6886.0,0.0,2018
15.49,36.0,5.0,62000.0,18.87,677.0,5000.0,171128.0,14156.0,5000.0,2018
7.56,36.0,6.0,40440.0,21.48,722.0,12000.0,73328.0,1648.0,27300.0,2018
12.13,36.0,3.0,44750.0,24.43,712.0,6000.0,63290.0,4061.0,9400.0,2018
15.02,60.0,3.0,138000.0,20.55,692.0,35000.0,287378.0,32384.0,31500.0,2018
16.01,60.0,11.0,75000.0,25.09,702.0,12000.0,149550.0,9165.0,1900.0,2018
19.92,60.0,6.0,750000.0,16.0,707.0,10700.0,490998.0,20249.0,70300.0,2018
11.98,36.0,8.0,90000.0,9.16,687.0,12000.0,52348.0,5075.0,14000.0,2018
14.08,36.0,6.0,100000.0,34.19,692.0,40000.0,567803.0,35010.0,53100.0,2018
12.61,36.0,6.0,67000.0,7.43,667.0,4000.0,180884.0,19178.0,13500.0,2018
16.91,36.0,2.0,50000.0,13.35,692.0,25000.0,43100.0,1096.0,7700.0,2018
14.07,36.0,6.0,45000.0,12.48,692.0,6400.0,25384.0,1365.0,10000.0,2018
13.56,60.0,2.0,0.0,,702.0,40000.0,24100.0,1674.0,19900.0,2018
15.02,36.0,3.0,67000.0,5.26,662.0,5000.0,125763.0,21469.0,3100.0,2018
16.91,36.0,0.0,77022.36,19.93,687.0,28000.0,45200.0,5942.0,33200.0,2018
14.07,60.0,16.0,105000.0,25.59,722.0,40000.0,263311.0,6700.0,48000.0,2018
6.11,36.0,6.0,101560.0,11.38,707.0,12000.0,227725.0,17535.0,25800.0,2018
7.21,36.0,4.0,65000.0,3.58,712.0,7500.0,35400.0,877.0,32900.0,2018
15.05,60.0,1.0,107000.0,9.65,682.0,21000.0,83538.0,5119.0,30000.0,2018
11.98,36.0,4.0,54000.0,22.96,672.0,10000.0,55544.0,2770.0,9400.0,2018
20.39,60.0,22.0,27000.0,26.83,682.0,15000.0,47088.0,850.0,21300.0,2018
18.45,60.0,7.0,164000.0,11.34,682.0,25000.0,367924.0,19881.0,70600.0,2018
6.08,36.0,2.0,18692.0,6.68,762.0,5500.0,12500.0,833.0,4800.0,2018
9.58,36.0,9.0,55000.0,24.96,662.0,10000.0,260086.0,19722.0,12800.0,2018
9.93,60.0,5.0,44000.0,21.93,747.0,10000.0,171213.0,5789.0,12300.0,2018
6.11,36.0,1.0,168000.0,10.81,757.0,16000.0,125455.0,5454.0,22000.0,2018
15.05,60.0,10.0,41000.0,28.87,687.0,16000.0,53300.0,1603.0,29600.0,2018
18.45,60.0,9.0,90000.0,11.96,712.0,12000.0,237845.0,12562.0,13000.0,2018
20.39,60.0,5.0,55000.0,21.73,667.0,17200.0,46057.0,2638.0,9900.0,2018
20.89,36.0,7.0,40000.0,14.97,722.0,5000.0,37081.0,3359.0,5500.0,2018
15.49,60.0,3.0,70000.0,14.14,742.0,25000.0,83100.0,2608.0,61100.0,2018
14.07,36.0,14.0,44000.0,23.13,672.0,5000.0,44240.0,1426.0,15600.0,2018
17.09,60.0,7.0,56000.0,33.9,687.0,40000.0,248703.0,9085.0,24700.0,2018
28.72,60.0,1.0,45000.0,22.59,732.0,19750.0,43400.0,4091.0,7500.0,2018
6.67,36.0,1.0,98500.0,8.33,772.0,20000.0,89501.0,7993.0,59800.0,2018
22.35,36.0,3.0,40000.0,14.85,667.0,20000.0,23900.0,1710.0,19100.0,2018
17.09,60.0,2.0,30000.0,24.12,687.0,17600.0,32015.0,2971.0,15000.0,2018
6.11,60.0,3.0,98000.0,8.89,747.0,30000.0,348075.0,29329.0,33000.0,2018
12.13,36.0,5.0,25000.0,22.66,672.0,4800.0,24816.0,1388.0,9200.0,2018
5.31,36.0,1.0,110000.0,6.48,742.0,6000.0,79837.0,3972.0,27100.0,2018
15.49,36.0,1.0,70000.0,5.4,677.0,10000.0,9299.0,274.0,2900.0,2018
10.08,36.0,1.0,105000.0,18.09,672.0,10000.0,72209.0,7450.0,5200.0,2018
11.8,36.0,3.0,65000.0,17.61,712.0,20000.0,48939.0,2368.0,17600.0,2018
19.42,60.0,6.0,72000.0,8.43,687.0,24000.0,204468.0,28061.0,9300.0,2018
10.9,60.0,5.0,50000.0,20.96,727.0,21500.0,148436.0,11234.0,10900.0,2018
20.39,36.0,3.0,95000.0,13.02,687.0,15000.0,238500.0,33294.0,6500.0,2018
14.08,60.0,6.0,115500.0,16.35,692.0,17000.0,332567.0,22054.0,58600.0,2018
6.67,36.0,3.0,152000.0,7.21,807.0,8000.0,419437.0,49520.0,48000.0,2018
19.42,60.0,3.0,66000.0,19.04,707.0,20000.0,68300.0,2951.0,19500.0,2018
9.93,36.0,4.0,74000.0,19.74,692.0,10000.0,104947.0,1244.0,58200.0,2018
14.07,60.0,1.0,10488.0,44.28,682.0,10725.0,219053.0,38333.0,7000.0,2018
26.77,60.0,8.0,67000.0,24.57,702.0,28000.0,206943.0,4412.0,22900.0,2018
6.08,36.0,3.0,80000.0,22.95,742.0,14000.0,212200.0,8836.0,36000.0,2018
11.99,60.0,7.0,145000.0,10.67,682.0,24000.0,343739.0,31355.0,53700.0,2018
10.08,36.0,4.0,35000.0,18.31,732.0,9000.0,66217.0,2745.0,37100.0,2018
7.35,36.0,9.0,155000.0,23.41,692.0,29000.0,366667.0,12372.0,70000.0,2018
11.98,36.0,9.0,105000.0,12.69,692.0,15000.0,66567.0,4345.0,5300.0,2018
10.9,36.0,3.0,65000.0,20.22,702.0,27000.0,45685.0,3110.0,12800.0,2018
13.58,60.0,5.0,57586.0,20.26,737.0,24000.0,146420.0,9788.0,19600.0,2018
14.07,36.0,14.0,40000.0,12.35,682.0,5500.0,49970.0,1700.0,9200.0,2018
7.21,36.0,0.0,197500.0,0.39,762.0,14000.0,29700.0,3262.0,29700.0,2018
15.04,36.0,5.0,56000.0,26.83,727.0,3600.0,87696.0,7605.0,2900.0,2018
9.93,36.0,5.0,144000.0,20.76,672.0,4000.0,229804.0,13774.0,13400.0,2018
6.46,36.0,0.0,25000.0,21.27,762.0,20000.0,75200.0,3601.0,74600.0,2018
6.67,36.0,6.0,65000.0,17.37,792.0,9000.0,216828.0,6388.0,63700.0,2018
15.02,36.0,8.0,24000.0,25.45,672.0,10000.0,32910.0,1636.0,4400.0,2018
27.27,36.0,2.0,29000.0,2.61,682.0,2000.0,10500.0,277.0,900.0,2018
8.46,36.0,6.0,70000.0,15.82,747.0,13000.0,178955.0,11015.0,24700.0,2018
6.83,36.0,4.0,59600.0,2.43,767.0,2800.0,200038.0,21966.0,0.0,2018
19.92,36.0,5.0,40000.0,34.17,667.0,17500.0,63479.0,4948.0,20050.0,2018
9.58,36.0,0.0,24000.0,22.8,662.0,3200.0,7275.0,673.0,2900.0,2018
15.05,36.0,3.0,78000.0,10.86,672.0,6025.0,97477.0,5566.0,28000.0,2018
22.35,36.0,12.0,35270.0,21.71,662.0,1000.0,22161.0,1060.0,4700.0,2018
15.02,60.0,3.0,120000.0,11.84,767.0,40000.0,60374.0,3858.0,2500.0,2018
11.06,36.0,7.0,55000.0,19.57,677.0,4800.0,225549.0,10512.0,51700.0,2018
7.21,36.0,4.0,55000.0,29.74,832.0,18000.0,227460.0,14689.0,41200.0,2018
10.47,36.0,1.0,60000.0,3.68,712.0,30000.0,21000.0,1573.0,15500.0,2018
16.14,36.0,2.0,52000.0,30.42,692.0,15000.0,157571.0,22771.0,12100.0,2018
14.08,36.0,6.0,81000.0,13.99,707.0,4000.0,81601.0,4363.0,22500.0,2018
16.14,60.0,6.0,30000.0,34.04,662.0,16000.0,366606.0,44988.0,3300.0,2018
7.84,36.0,2.0,35000.0,13.85,662.0,4000.0,321693.0,25178.0,15700.0,2018
12.61,60.0,8.0,65000.0,17.54,737.0,25200.0,333150.0,16765.0,49100.0,2018
14.07,60.0,2.0,120000.0,14.44,682.0,23000.0,90812.0,4486.0,34700.0,2018
16.91,36.0,2.0,31067.0,33.85,667.0,10000.0,151570.0,10207.0,6000.0,2018
14.07,36.0,7.0,124600.0,38.39,672.0,9000.0,417564.0,12175.0,45400.0,2018
13.59,36.0,1.0,65000.0,24.15,662.0,7000.0,346271.0,34567.0,13500.0,2018
28.72,60.0,7.0,70000.0,33.24,717.0,28000.0,96443.0,5808.0,18600.0,2018
11.05,60.0,2.0,53000.0,18.41,737.0,35000.0,77598.0,7375.0,12500.0,2018
19.03,60.0,5.0,66605.0,10.81,692.0,36000.0,257501.0,7707.0,12700.0,2018
11.99,36.0,1.0,75000.0,21.22,702.0,15000.0,94636.0,4463.0,47100.0,2018
9.92,60.0,2.0,101000.0,18.38,727.0,34000.0,707036.0,91819.0,37800.0,2018
